review_text,rating,date,year
"There's chicken rice and then there's Tian Tian's chicken rice. This is hands down the best chicken rice I've ever eaten. The rice is flavorful with a light black sauce and chicken juice gravy over it and the chicken is perfectly moist. It pairs really well with the lime based chili sauce that gives it just the right kick.The store does lots of takeout orders so you can order ahead if you want to skip the line. We got there just before the lunch rush on a weekday at 11.30am or so and ended up waiting 10 minutes. It's a well oiled machine but I'd expect a wait of around 15 to 20 minutes during peak times. On the bright side, you can easily spot the store by the long line!",1.0,"Mar 21, 2017",2017
There was a line and they were prepared with lanes set up. It moved pretty quickly though. I think the other famous spot was closed so this one was extra busy. I ordered the thigh and greens on the side. The hardest was finding a spot to sit to eat. The chicken was top notch. Flavorful and super juicy and soft. The pepper was great...I asked for 2. Lol! I went back before we left and they were closing and only had breast left. They discounted to $5 each. I took 2. Even the breast was super moist. I wish I could eat this every day!,4.0,"Jan 25, 2019",2019
Definitely not as flavorful as advertised by many however is definitely good Hainan Chicken. The gravy now is just...well gravy it adds nothing and takes away nothing and is just kind of there. The rice IS still very flavorful and the chicken is definitely very tender however the subtle aromas you get from really really good Hainan Chicken is just not there unfortunately. Definitely still a great bang for your buck but if the line is too intense I would try another stand! Lots of other delicious options to choose from.,4.0,"May 4, 2019",2019
"Tian Tian can be found right in the center of hawker center, where you see the huge line outside. This place is extremely hyped through media and is being recommended on all travel guides and hotels. Flavor 3.5/5The chicken is very standard. What's special is the rice which was very flavorful as they have adjusted their recipe multiple times per what I've read online. Wait and line 1/5The wait is 30+ minutes at 12pm on Saturday. The wait at Ah tai is much shorter and the taste is very similar as it was opened by someone who used to work at tian tian. Ah tai has a better yelp rating and a better price to value ratio.Price 4/5Generally hawker center is cheap. Compared to other hainan chicken places there tian tian is considered slightly more expensive. At ah tai you pay $5 for a set (chicken, rice, soup and veggie) which is unbeatable and you get the best value of the price for sure Comparison to Ah tai: Tian tian's rice tastes better and is more flavorful as they have adjusted the recipe multiple times since opening. However the price is slightly more expensive with $9 if you want the veggies and chicken. The portions are slightly smaller and you wait faaar longer. Overall tian tian is not worth the wait and is recommend ah tai if you crave or want to experience hainan chicken. If you do have time and what to taste the best one. Take a shot and wait in line",4.0,"Dec 19, 2019",2019
"The Tian Tian hawker stall is one of my top recommendations to all my friends who visit SG. They've received the Michelin ""Bib Gourmand"" recommendation, which is right below their star system. Also I've seen Anthony Bourdain's raving review for this place as well. The menu is really simple, the individual orders: Small, Medium, Large  or you can buy half or full chicken. What makes the chicken special is how overly tender (good way) the cuts of chicken are.  Typically I order to medium individual sized portion and bean sprouts. Total 7 bucks.",5.0,"Sep 28, 2019",2019
"THIS PLACE IS SO FREAKING GOOD!!!!!!! Best chicken and rice I have had in Singapore and let me tell you I ate chicken and rice for 3 days straight at different places but nothing compares. Meat is juicy, soy sauce is sweet/ salty, rice is perfectly flavored, and the chili sauce is spicy  my friend and I came before the lunch rush so there was only a 10 min wait but when we left it was outside the stand.  Only downside would be that in comparison to other places they don't give you as much food for the same price ($4.50 SGD). I know other places I went to it was the same price but it was included with soup and veggies as well. This place just serves chicken rice and cucumbers. Nice and simple but I would have liked some soup on the side for a complete meal. Definitely worth the wait and the hype! Give it a try if you are ever in Singapore",4.0,"Dec 3, 2018",2018
"This spot is famous for their hainan chicken, so I made it a must stop on my trip to Singapore. We got there right when they opened, so there wasn't a long wait. As we were waiting for our food, the line started to form. We got a half order which was around $12. The portion is huge! My bf and I shared and still had leftovers. The chicken is moist, but nothing special. I feel like I can get better chicken back home. Sadly, this place was all hype for me.",5.0,"Sep 28, 2019",2019
"The chicken here is sooo tender and at the same time it's flavourful. The rice that comes with is chicken oil rice, and just like what Antony Bourdain says: it's so good you can eat it itself. We enjoyed this place so much that we came back for a second meal the same day and totally don't regret doing it. The chili lime sauce that comes as a dip, taste delicious too, but beware it can be a bit spicy. It gives the chicken a bit of kick and a twist. It almost taste like a Thai lime sauce. The boiled bak choy comes with a fried shallot sauce, which just makes everything taste better. The squid with bean sprouts came with a Thai sauce and chili but it was not spicy at all. I suggest adding a bit of the chicken dip sauce if you would like a kick.",4.0,"May 13, 2019",2019
"Came here twice during my Singapore vacation. That's how good it is. It wasn't super awesome or anything, but just enough for me to crave for it a second time around.And it isn't the most super clean stalls, but the workers make a real good attempt of cleaning throughout the day.It's cash only here.",4.0,"May 3, 2017",2017
"Stopped by on a Sunday about 20 minutes before opening and was 3rd in line. The line quickly built up as the time approached opening. Got a medium chicken and rice. The chicken was super tender and a bit gelatinous. Rice was fragrant. Overall, it was great to try but doesn't seem like it was that much better than what others would serve. Was pleased with the experience but I probably wouldn't have been happy if I waited like an hour or more.",5.0,"Jun 2, 2016",2016
So good. The line was not that bad on the weekend although our Grab driver told us it was bad during the week bc of the office workers.  It was so cheap - $7 for the large.  It caught me off guard the chicken was cold but it was so good.  The rice was indeed fragrant as Bourdain said.  Definitely get this and come on the weekend!  It's at the edge so don't get fooled by the other chicken stalls!,1.0,"Aug 9, 2019",2019
"This place has gone down in quality since I came here 3 years ago. The rice is lacking in flavor with inconsistency in texture. As usual, the line is long likely because there's a photo of Anthony Bourdain. The chicken itself is nothing special, but okay for a first timer trying Hainanese chicken. There are better spots at other hawker centers. I would recommend this place for people who buy into hype, but not for others looking for quality in food.",4.0,"Jun 30, 2016",2016
"So many delightful cultures and cuisines in Singapore. I had to come here after seeing Tony's Layover show. Very easy and fast to arrive via Uber. Maxwell Hawker Centre does not disappoint. I had to have the Hainanese Chicken and Rice and side of Chinese broccoli and chilli sauce. Oh man it was the best, juicy and so delicious. It gets pretty busy during the lunch hours. None of the food stalls offer drinks there a plenty of drink vendors in each row to quench your thirst. Continue on to the Buddhist Tooth Relic Shrine.",4.0,"Jun 16, 2019",2019
After trying the chicken rice at Ah Tai I heard there's a battle between that place and Tian Tian for the title of best chicken rice in Singapore.  I'll stay away from that debate so I don't get banned from the country due to whoever might be working the customs counter that day :)I'll say that this place also had really damn good chicken rice!  The only thing that I wish Tian Tian had was a bowl of that awesome soup from Ah Tai.All in all a really good couple of meals at these hawker stands,4.0,"Oct 30, 2018",2018
"Okay, do bear in mind I have been to Singapore 8 or so times in the last 3 years.. Still have not made to this place until recently. I had one day that I was in Singapore before the work week started and I had made a determination to check off the lists on my guidebook. Botanical garden, orchid garden, garden by the bay's skywalk, Chinatown was next. So I arrived and it was hot - so I was very lost and was happy to be lost. Lined up to get a milk tea and someone recommended me to this spot. All I really wanted was Hainanese chicken rice in Singapore. Truth be told, it's changed in the last decade, or maybe I've changed. The first time I had it was in 2010. I thought it was disgusting. I did not have any acquired taste for Asian food then. I barely saw any Asians in my life. Now I must admit, I've got a more refined taste for everything Asian. Tian tian has a line. On a Sunday afternoon at 3:55 PM. All tourists, I gathered. Anthony Bourdain was here. The lady in front of me was from London, Asian British lady. On her honeymoon. We chatted about this spot, and we each ordered a small plate. Holy cow, $3 USD basically. We ate happily with chili on the side (we made friends while standing in line). The location is called Maxwell Center or something with Maxwell in it. You need to walk away from Chinatown, passing by some super cool buildings that house Chinese restaurants into a hawker market space area. Excellent atmosphere. Exceptional chicken dish. I would definitely take friends and families there. Not that I have anyone who would visit me in Singapore. Not that I go to Singapore that often. But this chicken is growing on me. And this stall.",5.0,"Jun 4, 2019",2019
"If you want environment this is not the place. However if you want local food this is the place to be. This is not the only place but this this one of the more popular restaurants that make this dish.  I'd totally recommend that people try it with the home made spicy sauce they provide. Go light if you can't handle spicy. They will provide two sauce. Get the rice, it really is delicious, there is a light ginger and coconut taste to it.This is located at the Hawker Centre (Center). There are many different stalls. Explore, try a bit of everything. The drinks are cheap, average $1.50-2 USD.You have to find your own seats and I'd say have one person buy and one hold the seats. You won't regret trying it here. You can leave the place without sending too much per person, depending how much you can eat. I'd say an average of $10 per person including drinks.",4.0,"Jan 11, 2019",2019
"This place was good, but to me, didn't live up to all the hype (or the long line that I waited in prior to opening). I would even argue that the place 3 stalls down (Ah Fat?) was more tender and delicious.Don't get me wrong -- you can get good chicken and rice at a very reasonable price ($4 SGD for the regular plate), but I don't know that I would wait too long for this, especially with all the other options available. You can tell that this place is used to the popularity -- modern cash register/computer system with an ordering system up front and a pickup in the next stall. Tip: If you come after opening, you shouldn't have to wait in too long of a line.",5.0,"Nov 18, 2018",2018
"Went to Singapore and checked out where to eat at hawker centers (essentially food courts). Boom. Tian Tian  was apparently a must. I waited in a line (brief wait) for some chicken, and it was bomb. I was also starving. But none the less, still a good place to try if you're in the area. Wouldn't go out of my way though.",4.0,"Jan 24, 2020",2020
"This chicken rice stall is famous because Anthony Bourdain featured it on his show. It's also how I came about finding this stall. Though, I have to say there were about 20 people ahead of me in the queue and majority of them where Singaporeans, so it can't be that bad, right? It's boiled chicken; honestly I think it's a cooking style that won't suit a lot of Westerners. It's more about textures rather than flavors. I ordered a large and it came with its own plate of rice. The chicken was lean with a bit of fat and the meat overall was soft and juicy. The skin was very silky and went well with the rice. Under was a layer of cucumbers, which to me was pointless.The highlight was the rice! Superbly fragrant, a little oily and I could taste the ginger and garlic.Chicken rice is Singapore's national dish, so it's worth trying at least once even if it's not Tian Tian's version!",4.0,"Aug 8, 2019",2019
"10am on a Sunday morning, I was at the Maxwell Food Centre in Singapore. We decided to go for Tian Tian Hainanese Chicken Rice Restaurant, simply because of the many positive Yelp reviews and also the fact that the place was featured by Anthony Bourdain and Gordon Ramsay.  The restaurant opens at 10am and already there is a very long lineup.  Other places serves similar menu and gets only customers who have no patience for waiting in line.   Service was very fast, but do not expect too much, except having a chance to taste this famous dish as this a food court and tables are not necessarily spotlessly clean. I ordered 2 Hainanese Chicken Rice.   The cashier pointed to 2 vegetable dishes displayed as pictures on the board, cuttlefish sprout and bokchoy vegetables.  I ordered one of each, thinking that these came complementary as part of the menu I ordered. Had I known, I would have skipped the vegetables.   15 minutes later, I was walking away with my order. Bill comes to $18, being $5 for Hainanese Chicken and $4 for the vegetables. The chicken is very tender, so tender that it just melts in your mouth.  There are no bones and practically no fat.  But, frankly, I am more used to have chicken which has a bit of a bite.   There is a sauce that you get on the side that would spice the food up, but I find the meat to be quite bland without.  Very affordable, and worth a try.",5.0,"Nov 28, 2018",2018
"My friends and I went to Singapore recently and planned our days around eating. Of course Tian Tian Hainanese Chicken Rice was on our list and luckily we went when there were only a few people in line! We ordered 2 large plates of Chicken and Rice and 1 plate of Beansprouts and Cuttlefish to share. The chicken was perfectly poached and tender and the chicken-stock rice was fragrant and flavorful, the dish was served with a citrus chili sauce which was unique and tasty. We lucked out with not having to wait but I've heard a wait of 45mins-60mins is standard, a must try if ever in Singapore.",1.0,"Jun 1, 2018",2018
"**OVERHYPED HAINANESE CHICKEN AND RICE**Seriously, why the mad hype?Thanks, Anthony Bourdain.AMBIANCE=========Hawker-style.There will be a line, but it moves quickly.FOOD=====Ordered the $3.50 small order which comes with rice and steamed chicken.Chicken and rice were decent, nothing mind blowing.Rice wasn't THAT fragrant. The chicken wasn't THAT flavorful. RATING: 3/5OVERALL========It's ""ai-right"".Had better, but for a few bucks, it's not bad for lunch.",4.0,"Apr 2, 2016",2016
"We went to the Maxwell Road Hawker Centre specifically for the Tian Tian Hainanese chicken rice.  Luckily, the line wasn't long so we didn't have to wait much.  I wouldn't say the chicken was all that great.  It looked a bit raw, so there were parts we decided not to eat.  However, the rice was so good.  It was so flavorful, I think I could have eaten a whole plate of just the rice itself.",4.0,"Mar 16, 2019",2019
"I mean, it was good, but definitely not what I envisioned. I wouldn't want to wait in line here for more than 15 mins. We got here before it opened, and only 5 people were in front of us, which was not bad at all. We waited about 10 mins in line on a weekday. Of course we wanted to come here, since we all saw this episode on Anthony Bourdain's show! My fiance and I ordered one medium to share, since we wanted to try other Hawker stalls too. We honestly had the same underwhelmed reaction. Yes, the chicken was okay, but it was served cold, which I'm guessing is how it's supposed to be prepared. I guess I've been eating Hainanese chicken wrong my whole life (warm). The rice was DAMN GOOD though, with all the chicken fat drippings saturating the warm carb. I mean, yeah, it was good for a few dollars, but not something I'd go back for. I'd rather try other Hainanese chicken places, without lines, and just as good ratings. Maybe I just don't like Hainanese chicken after all. Who knows. But overall, I'm glad I went here, and if you watched that episode of Anthony Bourdain, you will want to too to check another box off your bucket list.",4.0,"Jan 20, 2020",2020
"This is the best Hainan Chicken I've ever had in my life.  The first time I came, they were sold out, as well as the other famous Hainan Chicken made by a former chef.  The only ones open were the Maxwell's Hainan and some other one.  Those were good, but nothing special compared to what I can find at home or just make myself.  Tian Tian is ridiculously tender/juicy/flavorful.  The rice could be eaten all by itself.  You can taste the flavor and texture of every granule of rice. I dream of this place and their Hainan chicken.  By far, the best place I ate in Singapore.  I would definitely come back (I actually went twice during my trip!).",5.0,"Dec 1, 2015",2015
"I don't know why the heck this place is so freaking busy but it is. Their was a line before they even opened. I don't even like this kind of chicken but my kids do, so I came for them.",4.0,"Dec 20, 2016",2016
"I've heard a lot of hype about this place since it's one of the most famous chicken rice places in Singapore. I have to say that it definitely lived up to the hype! The food was delicious and the wait isn't too bad at all. I'd definitely come back again.I ordered the medium size chicken rice. The chicken itself had decent flavor, though was a bit oily. The rice was fragrant and tasty by itself, and these tasted even better with some of the chili. I did feel that the portion was a bit small, so for many it maybe worth going for the large size. Although for $5 I really can't complain.Beware that the Hawker Center this place is in can get very crowded. I came on Saturday for lunch and all of the large round tables were completely full, so had to sit on a small table at the edge of the Hawker Center. The queue can be a bit intimidating but the workers are very efficient and I was able to get my food in probably less than 10 minutes.",5.0,"Nov 27, 2018",2018
"Food: 3.5/5.0Service: 1.5/5.0Value: 4.0/5.0Decor: 2.0/5.0Overall: 3.5/5.0SGD5 for a chicken rice is on the higher side for this center, and the shop definitely struck me as perhaps a bit over-rated given how not mind-blowing the food was.  If you're a local, for sure go for a line-less, slightly cheaper alternative.  If you're visiting, do Tian Tian at least once.  There's not always a long line, and as others have stated, the line moves quickly.",4.0,"Apr 17, 2018",2018
"Tian Tian Hainanese Chicken Rice is listed in just about every guidebook of Singapore. Even Anthony Bourdain and Gordon Ramsay rave about how flavoursome their chicken rice is! Talk about fresh, tender and juicy chicken meat served with spicy chili sauce, minced ginger and piping hot rice... need I say more? Just Yum!",4.0,"Nov 21, 2018",2018
"Absolutely amazing hawker food, if you are big on a wide flavour profile or spread of food, may not be the place for you.",5.0,"Apr 8, 2019",2019
"This was a must visit destination on our Singapore itinerary, Michelin starred Hainanese Chicken Rice. I have watched every YouTube video on this dish. The likes of Anthony Bourdain and Mike Chen (YouTuber) have raved about it. Having eaten over a hundred Hainanese Chicken Rice dishes I was about to eat the world's best. Located in a hawker like setting, be prepared to sweat bullets. We decided to go at night. Once inside this area, with stall after stall of open kitchen, you will feel the heat. It's hotter than outside. The line is long but it moves fast. Not going to lie, I am not used to these conditions. As my son and I grab a table with strangers, we wait with the large fans above blowing at us with no relief. As the dishes are placed in front of me, I can tell how juicy and succulent the dark meat looks. What I didn't quite expect was the strange gelatinous coating all over the chicken. I'm not sure what that is but I dig in. It is beyond tender and the skin on the chicken was very silky. Again, I was a bit bothered by that gelatinous coating. As I take each bite, it was hard to eat as the large fans kept blowing my hair and getting stuck against my sweaty face. I had to make sure I wasn't eating my hair and the chicken at the same time. Unfortunately, I've had more fragrant chicken rice than this before. It's still good but nothing special. All in all we did enjoyed the meal. The method where they quickly poach their chicken works. Had I have eaten it in a much cooler environment, I might have enjoyed my meal better. There are no napkins as Singapore has a go-green policy. You can wash your hands at a sink as you exit out.",1.0,"May 21, 2016",2016
"Again like my 328 Katong laksa review. Success has gone to their heads and wallet.  it's a good thing I went to another hawker the day before so I could compare. Anthony Bourdain and Andrew  Zimmerman have given these places international fame and success.        Now to my review, from a Pake' ( from Hawaii ) point of view. Value 1 star they did not give soup,  no chicken skin literally on the chicken. you had to stand in long line 20 min.  Flavor wise the chickens taste the same from the different hawker stall I ate at. Now.  Wait for it. ......The rice was what was advertised light fluffy and flavorful.  5 star.  Worth trying yes.",4.0,"Aug 16, 2020",2020
"Mmmm chicken rice! Since my visit at Tian Tian, nothing has really compared to give there chicken rice real competition. Located in the Maxwell Food Centre hawkers is where I found Tian Tian. I knew to come here because I researched beforehand best chicken rice in Singapore. Tian Tian got voted such by local foodies and celebrity chef, Anthony Bourdain. If that wasn't reason enough, a helpful hint I always go by is that you always eat where the locals flock to. There's a good reason for that line you're about to stand in. Service didn't take long at all, and this line was only 3 people deep. You get served on the spot, we ordered two servings of chicken rice. That's the reason we came here. The rice was fragrant, with chicken was so tender and smooth. The skin didn't bother me, it was thin and not chewy like eating a fatty piece on meat. The broth complimented it all with chili and soy sauce; it was perfect.",4.0,"Jan 9, 2020",2020
"I know a 5-star rating is potentially controversial for Tian Tian which has been a victim of its own success.  Before all the hullabaloo, before No Reservations, it was just a solid choice for chicken rice at Maxwell Food Centre.  And you know what? It continues to be a solid choice, delivering a solid consistently good, wholesome, flavorful, and traditionally authentic product.  So take away everything that's been written or said about Tian Tian in recent history and it'll stand on its own as a solid choice for chicken rice if you're in the neighborhood.  Is there a better chicken rice out there? Almost certainly, but that misses the entire point of a chicken rice stall in a food centre in Singapore.  At the end of the day, it's all about accessibility.  That these hawker centres were purpose-built to make affordable nutrition accessible.  That hawkers, over the years,  have devoted time and passion into making their offerings actually good is a wondrous unintended consequence of this most Singaporean of experiments.  So yes, Tian Tian is still good, pandemic or no, and hopefully will continue to be a solid go to option when wandering around Maxwell.  Do I think it's the best chicken rice in Singapore...for that answer you'll have to get to know me much better first.",4.0,"Jul 9, 2019",2019
"Truth be told...I never tried the Hainanese Chicken Rice before and wasn't sure what the hype was about other than the famous Anthony Bourdain visiting this stall. Came here with a couple of friends and we went super early before opening time to avoid the long lines.Place opened roughly around 10am, but do be prepared to wait in a line since this place is pretty popular among the locals and tourists. Wait time for the food wasn't too long and the portion amount was decent.Overall, the chicken rice wasn't mind blowing, but rather, it was a tasty dish. The rice was quite flavorful and fragrant and the chicken was soft and tender. I definitely like the house made chili that definitely had a lot of zing and spicy to it.Still haven't figured out why there is such a craze for this dish but it's worth the try if you like chicken rice. Also, I noticed that a lot of other competing chicken rice stalls have a similar look to Tian Tian, so do check the names before waiting in line if you're looking for the ""famous"" chicken rice place (aka Tian Tian). Another recommendation I have is if you're in a group, have one person make the order for everyone. Saves time and it does make the line shorter ;)",5.0,"Apr 24, 2019",2019
"Do yourself a favor and go to Ah Tai Hainan Chicken three stalls down instead.Contrary to popular belief, Tian Tian is not on the Michelin Bib Gourmand list -- it's actually Ah Tai that has that honor (listed as ""Ah Gong"" in the guide). Another reason why Tian Tian always has a longer line is because of Anthony Bourdain... and sadly, I have to disagree with him on this one.I tried both Tian Tain and Ah Tai, and I can confidently say Tian Tian is all hype. If you're from Los Angeles, you're probably familiar with Savoy's Hainan chicken, which locals always rave about. I have never liked that place and I'd rather eat there than the atrocity Tian Tian serves. The meat and rice here is so bad, dry, and flavorless. Skip!",4.0,"Feb 18, 2019",2019
"Feels like some KFC guys discovered the existence of real chicken. Yes it's good, it's chicken, but nothing special about this one in particular when you already have had well cooked chicken.On the other hand, the little sauce that goes with it is pretty interesting.",5.0,"Oct 26, 2017",2017
"I don't know that Tian Tian is so radically different from other chicken rice places to warrant the line that starts winding around the corned even before opening time. But it is well executed, a tiny plate filled with two ways to mainline chicken flavor.(1) the chicken, which somehow tastes less like chicken than (2) the rice, which tastes like ten chickens. The chicken, pillowy and soft like a baby's skin, needs the accompanying spicy sauce and is mostly enjoyable for its texture. The rice needs nothing.",4.0,"Oct 21, 2020",2020
"Famous chicken rice stall in SG's Maxwell hawker center. The rice is very fragrant - strong chicken stock smell. The chicken is juicy and tender which makes a good combo to the rice. The drawback is the dish was just too oily for my taste and the chicken has a bit too much red meat (I personally prefer white meat chicken for chicken rice). The accompanying chili sauce helps give a bit of contrast to the oiliness but nonetheless not the best chicken rice in SG for me. We also tried the stall next to it (which is a spin-off from the original restaurant) - while the taste overall is similar, I do find Tian Tian's rice a little bit more fragrant. But if Tian Tian's line is super long (as it sometimes is during peak hours), you can't go wrong with the stall next door",4.0,"Jan 7, 2016",2016
"What can i really say that hasn't been already said. This place has the allure of a 1 Michelin Star and visits from US celebrity chefs/reviewers like Bourdain.In the one of many hawker courts across SG, this one stands out with multiple chicken rice joints with this one being the most famous and the lines prove it.For any hainanese chicken to stand out, it's not just the silky smooth mead cut the ginger and spicy sauces that accompany. You've got to get the oily/chicken flavored rice to be fragrant as well and this place honors all the check off boxes well.There are PLENTY of chicken rice options in this incredible city/country, this particular one found a way to get famous is all.",5.0,"Jun 4, 2019",2019
"Whenever you have something so hyped up, whatever it is, it rarely meets the expectation for most.  I always take that into consideration and so I actually avoid reading a lot of reviews in depth and just let my own taste buds decide.  And if your taste buds are like Lily F.'s then you'll be very happy with Tian Tian's Chicken.The line's not that long, you guys.  I mean, it looks long, but when you have a team of 7 no non-sense Chinese people trying to bust out as many chicken meals as possible to take your money, you won't wait more than 15 mins.  And I was completely outside, the line wrapped around the building.  I ordered the half chicken because I wanted to gorge myself on this dish.  I liked it a lot! The chicken was cold, very smooth and velvety, if that makes sense.  I actually liked the sauce, but thought that there was too much of it and would have been very content with just the ginger chili sauce which was the best I have had in Sing.  They poured a lot of the soy-based sauce on my dish and I ended up tasting that more than the chicken.  Rice was good, but not as memorable for me. Like most, I wanted to complain about the rice and the vegetables costing extra.  And I miss my clear broth soup.  It helps wash everything down.  But it was $12 SIN so yeah...It was awesome.Come here if you have the chance.  It's definitely worth the visit and judge for yourself.",1.0,"Jan 16, 2019",2019
"This place lives up to its hype. I had the traditional chicken rice which came with some chili and sliced cucumbers. A small was perfect for lunch. In hindsight I wish I had the next size up. I can still taste the aromatic rice and the tender chicken. The chili has the perfect amount of kick. All in all, this is a must have while in Singapore.",4.0,"Apr 14, 2017",2017
"Located within Maxwell Hawker Centre is probably the best Hainanese Chicken Rice you can find in Singapore. This place is really worth the hype, it has won multiple awards and beat Gordon Ramsey in a hawker food challenge, and the prices are very reasonable. Go at an off peak hour to avoid the lines and the wait shouldn't be more than 5 minutes. We ordered a whole chicken, a vegetable with oyster sauce, and three rice for the three of us and were able to finish everything. Unlike other places that just serves their chicken plain, at Tian Tian they dress up their chicken with an awesome sauce that makes it taste velvety smooth. They also don't offer the typical chicken broth or ginger sauce but those aren't really necessary. The rice itself was fragrant and full of flavor, and the garlic chili sauce was just perfect with the right amount of heat. The vegetable with oyster sauce is just your typical baby bok choy blanched in water so nothing to rave about, but we always order some veggies with every meal.Definitely stop by here to try Singapore's national dish and eat like a local.",4.0,"Aug 18, 2018",2018
"I love Hainan Chicken Rice and given that Tian Tian is the most famous in all of Singapore for theirs, I had to stop in to give it a try. This hawker stall is located inside Maxwell Food Center and can be easily spotted by the epic-sized line formed down from their stall. The line does move fairly quickly and our wait was about 20 minutes in total.We got the larger plate just because we waited so long. Unfortunately, I was disappointed with the dish. It didn't even make it to the top 10 best Hainan Chicken Rice I've had. First off, the chicken was ice cold. I understand that some place don't serve their chicken hot but having chicken that basically just came out of the fridge is quite unappetizing. The chicken was also not trimmed off fat and the meat was tough.The rice and sauce was decent but average at best. They were definitely not enough to redeem the dish from the tough cold chicken meat. I would definitely recommend skipping this place.",4.0,"Apr 27, 2018",2018
This is the best chicken rice in my mind!Reasonable price and perfect portion for a girl.Definitely the number one on my must try list to recommend for every of my visitor.,5.0,"May 11, 2017",2017
"Thanks to Bourdain, Tian Tian has achieved celebrity status. Yes it's good, but definitely not the best chicken rice in Singapore. Still if you're in Maxwell Road market during off peak hours, it's worth trying Tian Tian if the line isn't long. I jumped into the line when I noticed it was just a couple of folks on a weekday at around 3pm. That's when I noticed they had receipts with them. I obviously missed something. It did indeed turn out to be too good to be true. Tian Tian's recent notoriety has enabled them to take over the stall next door solely for taking orders and handling payment so customers move assembly-line style down to the next stall to receive their order. It's efficient but not very friendly. The rice is the star - fragrant and flavorful. The chicken is really moist and works well with the chili sauce. Thick soy sauce is available too but you have to request it which you should. All in all, pretty stellar chicken rice.",4.0,"Jan 10, 2018",2018
"What can be said that hasn't already been SAID!DAMN good Chicken Rice.  There are a lot of great Chicken Rice places and being a Westerner I'll be honest, I can't really tell the small difference between them.  But what I can tell you is what tastes good.  And this dish, is one of those damn good ones.  Maxwell Hawker center itself is a little smaller and easier to navigate.  It's a good introduction if you're new the hawker area.  Get you some",5.0,"Jun 16, 2017",2017
"Best chicken rice ever. Cute in shape, tastes fabulous. I think how they cook and seasons rice is totally different than others.",4.0,"Jan 11, 2019",2019
Consistently is key and Tian Tian nails it. I was here a last year and it tastes exactly how it did then. Love how the chicken is so damn tender and juicy. I worship we had something close to it here in the Bay Area! It's my go to spot when I'm in the mood for something simple but satisfying. Price is very reasonable which makes it even more appealing! Grab a beer from the drink stall across the way and you're golden!,4.0,"Apr 6, 2018",2018
"Overall - 4.0/5.0Came here on a weekday and luckily there was no line up! I passed by this joint on a weekend a couple days later and saw the line running all the way out to the streets before you even get into the hawker centre! The chicken and rice dish definitely hit the spot. The skin was full of oil that was naturally coming out from the chicken and melts right in your mouth. As well, the chicken meat was super tender and juicy. It is always a pleasure eating chicken in Asia as it is much more naturally flavourful than the ones in America. The rice itself was decent but was expecting it to be more aromatic. Highly recommend folks to come here and give them a try as it is one of the top spots in Singapore.",5.0,"Mar 2, 2015",2015
"Worst example of chicken rice. Worse than normal food court chicken rice. Long queues and the auntie will scold you for queueing ""wrong"".Really not worth the wait or the money.",1.0,"Nov 17, 2017",2017
Best Hainam chicken place I have eaten.  So good that we came back here to eat on the next day during our 3 days trip in Singapore.  The place is normally pack.  Come early if you can to avoid waiting in line.If you have 3 or 4 ppl.  Try order half or full chicken and buy rice and veggies separately.  You get more meat this way.,4.0,"Feb 26, 2020",2020
"Is it worth the hype?!  I would say it met expectations. I was pleasantly surprised to not be disappointed. The chicken was tender. The sauce was the perfect amount of spicy. The rice was oh so fragrant and brothy. It helped that we didn't have to wait long for the food. The short line at 10:30am on a Saturday moved very quickly. To get the most popular dish, ask for chicken rice( only comes in medium size) all for only 5 SGD! Loved the dish, Travel Channel didn't disappoint and now I miss Singapore =(",4.0,"Dec 23, 2017",2017
"There is no better way to describe this place than: overratedI know there are a significant number of rave reviews but to me this is just another stall that does not meet the hype and is exaggerated by the Anthony Bourdain visit.During my very first time here, the queue extended all the way around the corner of Maxwell but luckily moved at a fairly decent pace (waited about 30 mins).I ordered the smallest portion at $3, just to get a taste. While the rice is definitely soft and fragrant, the chicken was flavorless... and cold. I've never received chicken and rice in Singapore with cold chicken so assumed this was the specialty of Tian Tian, but aside from just being tender, there was nothing about the way this dish was served that marked it as something I'd come out of the way for. The second time I came here was out of my boyfriend's interest to try and had the exact same experience. Personally, definitely not worth the wait in the queue (although give it a try if you're lucky enough to not have to wait). I'd say you can very easily have a much better meal at another stall at Maxwell.",4.0,"Feb 7, 2017",2017
"I have liked chicken rice for a long time, this is one of the nicer ones. Good and considered cheap, is a must-try! You can also buy other things in the hawker center too like drinks with the chicken rice!",5.0,"May 11, 2019",2019
"Knowing fully well the caliber of this hawker stand among Singapore's finest--I came in with sky high expectations...which is ironic because chickens can't fly.The chicken & rice is great but not because of the typical reasons. The chicken is extremely fresh and has a very ""clean"" taste. It's not bogged down by a lot of flavors attacking your mouth from all directions--its just a simple, clean, and honest serving of chicken atop a bed of faintly flavored rice. The ginger sauce poured on top ties the dish together in a simple and effective way. I like this dish a lot because it's done right--but it might not be what you think.",4.0,"Jun 1, 2019",2019
